cnv_feature,f_score,p_value
cnv_depth__IBNLCO_03281__IBNLCO_03281__gene__promoter,33.12945524855917,2.8882144100533887e-08
cnv_depth__IBNLCO_03427__IBNLCO_03427__gene,33.121192793741365,2.8988922789684566e-08
cnv_depth__IBNLCO_03146__IBNLCO_03146__gene,33.04077710280441,3.004923324076108e-08
cnv_depth__IBNLCO_00618__IBNLCO_00618__gene,33.03446021127572,3.01341660903383e-08
cnv_depth__IBNLCO_02207__IBNLCO_02207__gene__promoter,33.02771054254819,3.022518592989032e-08
cnv_depth__IBNLCO_02896__Large__CDS__promoter,32.995233085947206,3.066704751857315e-08
cnv_depth__IBNLCO_00205__IBNLCO_00205__gene__promoter,32.99491633401149,3.0671388979283115e-08
cnv_depth__IBNLCO_01481__Glycoside__CDS__promoter,32.980223863829586,3.087345083449243e-08
cnv_depth__IBNLCO_01264__IBNLCO_01264__gene__promoter,32.97134947284431,3.0996149299188435e-08
cnv_depth__IBNLCO_04972__N-acetylmuramoyl-L-alanine__CDS__promoter,32.96776163085409,3.1045895056606995e-08
cnv_depth__IBNLCO_03603__IBNLCO_03603__gene__promoter,32.963146925387996,3.1109997024614884e-08
cnv_depth__IBNLCO_01301__SAM-dependent__CDS,32.944597326074685,3.13690182983552e-08
cnv_depth__IBNLCO_04927__IBNLCO_04927__gene,32.93482612262133,3.150633594614888e-08
cnv_depth__IBNLCO_02698__IBNLCO_02698__gene__promoter,32.9197221968339,3.1719792303390336e-08
cnv_depth__IBNLCO_04588__IBNLCO_04588__gene__promoter,32.87744838686943,3.232503039972823e-08
cnv_depth__IBNLCO_02423__Acyl__CDS__promoter,32.86216355327182,3.254672652912464e-08
cnv_depth__IBNLCO_01358__IBNLCO_01358__gene__promoter,32.84905656726929,3.27380580091546e-08
cnv_depth__IBNLCO_02234__Ferritin-like__CDS,32.779078031785005,3.377898769189662e-08
cnv_depth__IBNLCO_01897__DUF2065__CDS,32.768178264711636,3.394410633814627e-08
cnv_depth__IBNLCO_05616__ureidoglycolate__CDS__promoter,32.74740708644485,3.426102726831235e-08
cnv_depth__IBNLCO_01222__IBNLCO_01222__gene__promoter,32.73078269228679,3.451683116398332e-08
cnv_depth__IBNLCO_01550__Sigma-54__CDS,32.675539221654354,3.538082528255206e-08
cnv_depth__IBNLCO_02761__IBNLCO_02761__gene__promoter,32.66819037462624,3.549739506808961e-08
cnv_depth__IBNLCO_05007__SctA__CDS,32.64968018290347,3.579273290161503e-08
cnv_depth__IBNLCO_01539__Prepilin__CDS,32.63820412835163,3.5977084081441045e-08
cnv_depth__IBNLCO_05687__TadE-like__CDS,32.6311964362844,3.6090127172454245e-08
cnv_depth__IBNLCO_04561__Cation-translocating__CDS,32.61991003249199,3.627294660030124e-08
cnv_depth__IBNLCO_04200__Methylaspartate__CDS,32.587615054739175,3.6801254999420204e-08
cnv_depth__IBNLCO_01916__IBNLCO_01916__gene__promoter,32.583980843027696,3.686119126216986e-08
cnv_depth__IBNLCO_04748__gnl|Bakta|IBNLCO_04748__CDS,32.58238691300788,3.688750984149133e-08
cnv_depth__IBNLCO_03152__Thiazole__CDS,32.557472378662254,3.730136989169042e-08
cnv_depth__IBNLCO_02970__IBNLCO_02970__gene__promoter,32.55741296492586,3.7302362412994e-08
cnv_depth__IBNLCO_01577__IBNLCO_01577__gene,32.51666526298378,3.798938872355913e-08
cnv_depth__IBNLCO_05070__gnl|Bakta|IBNLCO_05070__CDS,32.50356200344796,3.821302270474935e-08
cnv_depth__IBNLCO_03443__Succinylglutamate__CDS__promoter,32.49187362060996,3.841363156417864e-08
cnv_depth__IBNLCO_02893__AraC_family__CDS,32.491732702017224,3.8416056646588387e-08
cnv_depth__IBNLCO_03084__DUF1415__CDS,32.4733604226708,3.8733555938692515e-08
cnv_depth__IBNLCO_00540__Lipopolysaccharide__CDS,32.46718544841937,3.8840862779018093e-08
cnv_depth__IBNLCO_01663__IBNLCO_01663__gene,32.4626043658573,3.8920665549188724e-08
cnv_depth__IBNLCO_01132__SDR__CDS,32.459024979458015,3.898313401625379e-08
cnv_depth__IBNLCO_00296__IBNLCO_00296__gene,32.44036209624587,3.931048941218601e-08
cnv_depth__IBNLCO_02297__Major__CDS,32.43768932732329,3.93575978929041e-08
cnv_depth__IBNLCO_03143__IBNLCO_03143__gene,32.39838645762039,4.005695021556768e-08
cnv_depth__IBNLCO_02095__IBNLCO_02095__gene__promoter,32.388459023463184,4.023557663394522e-08
cnv_depth__IBNLCO_03575__IBNLCO_03575__gene__promoter,32.38791373317398,4.024541145025213e-08
cnv_depth__IBNLCO_00004__Nucleoid__CDS__promoter,32.38458193743931,4.0305556278085854e-08
cnv_depth__IBNLCO_04550__IBNLCO_04550__gene__promoter,32.38012507475318,4.038615263018315e-08
cnv_depth__IBNLCO_02546__gnl|Bakta|IBNLCO_02546__CDS,32.375155777350564,4.047620775286135e-08
cnv_depth__IBNLCO_02777__D-glycero-d-manno-heptose__CDS,32.359208587871514,4.076658069933196e-08
cnv_depth__IBNLCO_01439__Inosose__CDS__promoter,32.31557420122365,4.157190184878885e-08
cnv_depth__IBNLCO_00040__Transcriptional__CDS,32.28609819619126,4.2124996204088585e-08
cnv_depth__IBNLCO_03592__lysR__gene,32.286050673280975,4.212589391381297e-08
cnv_depth__IBNLCO_03620__IraD/Gp25-like__CDS,32.2816653431603,4.2208816252632015e-08
cnv_depth__IBNLCO_05093__IBNLCO_05093__gene,32.274676146594835,4.2341316323451485e-08
cnv_depth__IBNLCO_01585__IBNLCO_01585__gene,32.26019525350614,4.261718221184837e-08
cnv_depth__IBNLCO_03079__Putative__CDS__promoter,32.2582625212808,4.265413856901874e-08
cnv_depth__IBNLCO_05829__IBNLCO_05829__gene,32.22337267705238,4.332687621202622e-08
cnv_depth__IBNLCO_01489__hypothetical__CDS,32.196235447034155,4.3857536817628317e-08
cnv_depth__IBNLCO_01136__Glycosyltransferase__CDS,32.185589127068845,4.406751234168631e-08
cnv_depth__IBNLCO_02127__hypothetical__CDS__promoter,32.16789953567948,4.4418650391614066e-08
cnv_depth__IBNLCO_01500__IBNLCO_01500__gene,32.16400957156876,4.449624465103927e-08
cnv_depth__IBNLCO_00932__Lipopolysaccharide__CDS,32.15944795434879,4.458741112354425e-08
cnv_depth__IBNLCO_03044__Ribulose-phosphate__CDS,32.14766661559987,4.482374221711169e-08
cnv_depth__IBNLCO_02297__IBNLCO_02297__gene__promoter,32.13925899495921,4.4993171075456464e-08
cnv_depth__IBNLCO_04743__hypothetical__CDS,32.1152748275776,4.548006139148506e-08
cnv_depth__IBNLCO_05168__IBNLCO_05168__gene__promoter,32.10901620821088,4.5607988298075285e-08
cnv_depth__IBNLCO_04311__DUF1488__CDS,32.08121704450586,4.618061655596452e-08
cnv_depth__IBNLCO_03590__IBNLCO_03590__gene,32.05580115773124,4.6710509873922166e-08
cnv_depth__IBNLCO_04782__gnl|Bakta|IBNLCO_04782__CDS__promoter,32.05058597218134,4.681999840145587e-08
cnv_depth__IBNLCO_03011__Cell__CDS__promoter,32.023232240493925,4.739853033245471e-08
cnv_depth__IBNLCO_03598__IBNLCO_03598__gene,32.00060683352443,4.7882514847071696e-08
cnv_depth__IBNLCO_03476__IBNLCO_03476__gene,31.99067145584713,4.809661990450546e-08
cnv_depth__IBNLCO_03273__trnA__gene,31.971596525099518,4.8510396430024906e-08
cnv_depth__IBNLCO_03485__IBNLCO_03485__gene,31.946828623004386,4.9053040044980866e-08
cnv_depth__IBNLCO_01551__hypothetical__CDS,31.935977740262754,4.929270250810669e-08
cnv_depth__IBNLCO_02269__IBNLCO_02269__gene,31.919865200673577,4.965076412737932e-08
cnv_depth__IBNLCO_01541__SAF__CDS,31.914467426355074,4.977130336204621e-08
cnv_depth__IBNLCO_02133__gnl|Bakta|IBNLCO_02133__CDS,31.9124370631344,4.981672049878298e-08
cnv_depth__IBNLCO_03706__luxP__gene,31.89751917334572,5.0151705489635674e-08
cnv_depth__IBNLCO_03458__Flagellar__CDS,31.88894102290321,5.0345360127770256e-08
cnv_depth__IBNLCO_01427__IBNLCO_01427__gene,31.88220412528551,5.049797762038609e-08
cnv_depth__IBNLCO_02898__gnl|Bakta|IBNLCO_02898__CDS__promoter,31.873574824056664,5.069414890502423e-08
cnv_depth__IBNLCO_03026__3-demethoxyubiquinol__CDS,31.87232085433822,5.0722719628961466e-08
cnv_depth__IBNLCO_04115__hypothetical__CDS,31.871570092859255,5.073983293345876e-08
cnv_depth__IBNLCO_04254__Transcriptional__CDS,31.861071141180958,5.09797646721022e-08
cnv_depth__IBNLCO_05813__Putative__CDS,31.85231782235026,5.1180680026336634e-08
cnv_depth__IBNLCO_01684__gnl|Bakta|IBNLCO_01684__CDS__promoter,31.84395286837117,5.137342908463793e-08
cnv_depth__IBNLCO_01527__Transcriptional__CDS,31.83389751972712,5.16061003818082e-08
cnv_depth__IBNLCO_05475__IBNLCO_05475__gene__promoter,31.82008518300932,5.19274423428646e-08
cnv_depth__IBNLCO_04566__N-demethylindolmycin__CDS,31.819957678510807,5.193041811817066e-08
cnv_depth__IBNLCO_03819__IBNLCO_03819__gene,31.805518068883963,5.2268535781838195e-08
cnv_depth__IBNLCO_03111__dotU__gene,31.782546411247644,5.2811031940819925e-08
cnv_depth__IBNLCO_00343__azlC__gene,31.781284500414788,5.284099746657428e-08
cnv_depth__IBNLCO_01984__DNA__CDS,31.766440672052212,5.319477402858176e-08
cnv_depth__IBNLCO_04577__Uncharacterized__CDS__promoter,31.7371828497374,5.389910883076342e-08
cnv_depth__IBNLCO_02388__hypothetical__CDS__promoter,31.729516929616693,5.408520701967547e-08
cnv_depth__IBNLCO_02568__IBNLCO_02568__gene__promoter,31.728120003523635,5.411918874812084e-08
cnv_depth__IBNLCO_04855__hypothetical__CDS__promoter,31.65253170553992,5.599050205888622e-08
cnv_depth__IBNLCO_02821__IBNLCO_02821__gene,31.64676920122754,5.613581774512346e-08
cnv_depth__IBNLCO_04349__IBNLCO_04349__gene__promoter,31.64434053832062,5.61971765755844e-08
cnv_depth__IBNLCO_05124__IBNLCO_05124__gene,31.627802537292368,5.6616806523927056e-08
cnv_depth__IBNLCO_05692__asnC__gene__promoter,31.601256415135314,5.729701225520739e-08
cnv_depth__IBNLCO_02968__IBNLCO_02968__gene,31.580749497348158,5.78281229266825e-08
cnv_depth__IBNLCO_01843__sdpI__gene,31.579187740841885,5.786877435969455e-08
cnv_depth__IBNLCO_00095__RNA__CDS__promoter,31.548062688784437,5.868498944065343e-08
cnv_depth__IBNLCO_02776__gmhB__gene__promoter,31.53207987312802,5.9108630671190414e-08
cnv_depth__IBNLCO_00243__hypothetical__CDS__promoter,31.526073085365496,5.926864490142254e-08
cnv_depth__IBNLCO_04975__IBNLCO_04975__gene,31.518795988097146,5.946308545763888e-08
cnv_depth__IBNLCO_03167__sn-glycerol-3-phosphate-binding__CDS__promoter,31.491500710853394,6.019816502693988e-08
cnv_depth__IBNLCO_03166__sn-glycerol-3-phosphate__CDS__promoter,31.46323103181595,6.096917150927359e-08
cnv_depth__IBNLCO_04649__IBNLCO_04649__gene,31.455187049162294,6.11903759700636e-08
cnv_depth__IBNLCO_04327__Dibenzothiophene__CDS,31.44822450489615,6.138249644368999e-08
cnv_depth__IBNLCO_05249__rpoD__gene,31.441017755941033,6.158199758507535e-08
cnv_depth__IBNLCO_02431__IBNLCO_02431__gene,31.435789157703134,6.172714862429833e-08
cnv_depth__IBNLCO_03761__IBNLCO_03761__gene,31.43265695176262,6.181426733421133e-08
cnv_depth__IBNLCO_02895__Small__CDS__promoter,31.424029853899114,6.205486328934793e-08
cnv_depth__IBNLCO_03483__IBNLCO_03483__gene,31.414635614028004,6.231793036172003e-08
cnv_depth__IBNLCO_04736__Acyl-CoA__CDS__promoter,31.385408357201005,6.314361338311287e-08
cnv_depth__IBNLCO_00401__2'%2C3'-cyclic-nucleotide__CDS,31.385243002327233,6.314831605440475e-08
cnv_depth__IBNLCO_04993__type__CDS__promoter,31.372394680929382,6.351480523358813e-08
cnv_depth__IBNLCO_00907__N-acetyltransferase__CDS,31.36845699327261,6.36275548223505e-08
cnv_depth__IBNLCO_03340__IBNLCO_03340__gene,31.360566968263015,6.385408267949878e-08
cnv_depth__IBNLCO_02820__Acid__CDS__promoter,31.35974355683108,6.387777029688135e-08
cnv_depth__IBNLCO_01857__Sulfide:quinone__CDS__promoter,31.35087563425612,6.41334432950819e-08
cnv_depth__IBNLCO_00269__flgD__gene,31.335162006515116,6.458902950348309e-08
cnv_depth__IBNLCO_03468__Ketoglutarate__CDS,31.30693483867642,6.541565445761024e-08
cnv_depth__IBNLCO_02884__Holliday__CDS__promoter,31.30382289719907,6.550743885191346e-08
cnv_depth__IBNLCO_03810__HD__CDS__promoter,31.30200789572611,6.556103105898145e-08
cnv_depth__IBNLCO_03170__Shikimate__CDS__promoter,31.287588612651803,6.598837216547337e-08
cnv_depth__IBNLCO_03155__IBNLCO_03155__gene,31.253435065926222,6.70118411208892e-08
cnv_depth__IBNLCO_02992__GTPase__CDS,31.24546101736005,6.725309858800948e-08
cnv_depth__IBNLCO_04914__IBNLCO_04914__gene__promoter,31.244730155644895,6.727525492666009e-08
cnv_depth__IBNLCO_01721__hypothetical__CDS__promoter,31.239342161352898,6.743882179402944e-08
cnv_depth__IBNLCO_02923__Gamma-glutamyl__CDS,31.229818258290464,6.772892907963315e-08
cnv_depth__IBNLCO_03502__IBNLCO_03502__gene,31.210284339972336,6.832790446144387e-08
cnv_depth__IBNLCO_00489__IBNLCO_00489__gene,31.197263033022956,6.873015299667234e-08
cnv_depth__IBNLCO_04201__Multidrug__CDS__promoter,31.130265158580823,7.083798375151195e-08
cnv_depth__IBNLCO_01435__ABC__CDS__promoter,31.092611372367237,7.205117712260517e-08
cnv_depth__IBNLCO_03107__IBNLCO_03107__gene,31.08521867949251,7.229182295873687e-08
cnv_depth__IBNLCO_05773__IBNLCO_05773__gene__promoter,31.0442539804593,7.364010098090305e-08
cnv_depth__IBNLCO_01149__Carbonic__CDS__promoter,31.043325897047236,7.36709398578379e-08
cnv_depth__IBNLCO_03039__Phenylacetic__CDS__promoter,31.033933238328608,7.398377998091381e-08
cnv_depth__IBNLCO_01548__IBNLCO_01548__gene__promoter,31.027607187354246,7.419523745141408e-08
cnv_depth__IBNLCO_05668__IBNLCO_05668__gene__promoter,31.022546271768725,7.436484574066791e-08
cnv_depth__IBNLCO_05756__Fusion__CDS__promoter,31.002862701119625,7.502824331659391e-08
cnv_depth__IBNLCO_03572__IBNLCO_03572__gene__promoter,31.00037813270808,7.511240513647632e-08
cnv_depth__IBNLCO_02196__FAD-dependent__CDS,30.99536239616252,7.528259819089179e-08
cnv_depth__IBNLCO_04744__IBNLCO_04744__gene__promoter,30.98365101323102,7.568150601033361e-08
cnv_depth__IBNLCO_03819__IBNLCO_03819__gene__promoter,30.973979430665757,7.601254552411591e-08
cnv_depth__IBNLCO_03071__IBNLCO_03071__gene,30.97071710013259,7.612453859693513e-08
cnv_depth__IBNLCO_02290__Nicotinamide-nucleotide__CDS,30.944113877834326,7.704405337941968e-08
cnv_depth__IBNLCO_02519__IBNLCO_02519__gene,30.928444043391362,7.759091224832916e-08
cnv_depth__IBNLCO_03016__IBNLCO_03016__gene__promoter,30.92545903907132,7.769552948765625e-08
cnv_depth__IBNLCO_00592__IBNLCO_00592__gene__promoter,30.92331270869045,7.777084133163695e-08
cnv_depth__IBNLCO_01940__IBNLCO_01940__gene,30.917375289418228,7.797956203341045e-08
cnv_depth__IBNLCO_02684__IBNLCO_02684__gene__promoter,30.91533549562836,7.805139840667612e-08
cnv_depth__IBNLCO_02918__Gluconate__CDS__promoter,30.902125533491166,7.851824206209157e-08
cnv_depth__IBNLCO_00523__IBNLCO_00523__gene__promoter,30.889922096478056,7.895202284616211e-08
cnv_depth__IBNLCO_05435__TetR-family__CDS__promoter,30.885408240660837,7.9113084455775e-08
cnv_depth__IBNLCO_00606__IBNLCO_00606__gene,30.870235014493186,7.965692825037686e-08
cnv_depth__IBNLCO_04917__IBNLCO_04917__gene,30.86613479844583,7.980453709035387e-08
cnv_depth__IBNLCO_03622__tssG__gene__promoter,30.857452574527503,8.011801269724391e-08
cnv_depth__IBNLCO_00543__Potassium__CDS__promoter,30.84896121223585,8.04258011599313e-08
cnv_depth__IBNLCO_03382__Aspartate__CDS__promoter,30.844546814220532,8.058628285099953e-08
cnv_depth__IBNLCO_01525__Multidrug__CDS,30.81326380936814,8.173286379858317e-08
cnv_depth__IBNLCO_03292__IBNLCO_03292__gene__promoter,30.806534388009094,8.198165719631338e-08
cnv_depth__IBNLCO_03358__IBNLCO_03358__gene,30.79204307016152,8.252001814633869e-08
cnv_depth__IBNLCO_04463__Divalent__CDS,30.768748595067986,8.33929219432908e-08
cnv_depth__IBNLCO_04459__IBNLCO_04459__gene__promoter,30.76823177238467,8.34123941001184e-08
cnv_depth__IBNLCO_00185__Exodeoxyribonuclease__CDS__promoter,30.759695650738056,8.373467241453915e-08
cnv_depth__IBNLCO_03924__Inner__CDS,30.739512945235088,8.450167907162463e-08
cnv_depth__IBNLCO_01713__Major__CDS,30.72474520420535,8.506739620920968e-08
cnv_depth__IBNLCO_03566__IBNLCO_03566__gene__promoter,30.696617336009353,8.61555214802286e-08
cnv_depth__IBNLCO_03624__IBNLCO_03624__gene,30.68299877914599,8.668739936812386e-08
cnv_depth__IBNLCO_05316__DUF2384__CDS__promoter,30.66253137801138,8.749301141980277e-08
cnv_depth__IBNLCO_03599__IBNLCO_03599__gene__promoter,30.650718979574254,8.796139630801645e-08
cnv_depth__IBNLCO_04088__IBNLCO_04088__gene__promoter,30.650406082677907,8.797383768854567e-08
cnv_depth__IBNLCO_00078__Ribonuclease__CDS,30.64030043073142,8.837661573841686e-08
cnv_depth__IBNLCO_04317__UspA__CDS,30.62890330257981,8.883310507106426e-08
cnv_depth__IBNLCO_02242__Putative__CDS,30.628073020686543,8.886645336377358e-08
cnv_depth__IBNLCO_00522__IBNLCO_00522__gene__promoter,30.625880149615956,8.895459094864862e-08
cnv_depth__IBNLCO_04335__phosphodiesterase__CDS__promoter,30.59733014029481,9.011019275502124e-08
cnv_depth__IBNLCO_00488__IBNLCO_00488__gene__promoter,30.57813151055706,9.089580701335989e-08
cnv_depth__IBNLCO_03704__IBNLCO_03704__gene,30.57367283495556,9.107924605640859e-08
cnv_depth__IBNLCO_02062__IBNLCO_02062__gene__promoter,30.57052246512449,9.120908431106714e-08
cnv_depth__IBNLCO_04184__yraA__gene__promoter,30.5450135066192,9.226731690469686e-08
cnv_depth__IBNLCO_03729__IBNLCO_03729__gene,30.54158539067896,9.241047439322986e-08
cnv_depth__IBNLCO_01472__IBNLCO_01472__gene,30.531882418563356,9.28168870925142e-08
cnv_depth__IBNLCO_03252__hypothetical__CDS__promoter,30.491524617308787,9.452676887188128e-08
cnv_depth__IBNLCO_03501__H-NS__CDS,30.47712136951211,9.514468736587693e-08
cnv_depth__IBNLCO_02841__IBNLCO_02841__gene,30.461308523806977,9.582778321710885e-08
cnv_depth__IBNLCO_00084__Lipoprotein-attachment__CDS__promoter,30.45537420648068,9.608541613940344e-08
cnv_depth__IBNLCO_01227__Fe(3+)__CDS,30.432435359873264,9.708788697858348e-08
cnv_depth__IBNLCO_05013__SctT__CDS,30.422959892640307,9.750506247382986e-08
cnv_depth__IBNLCO_00187__yqhC__gene,30.420503085110678,9.761352363448687e-08
cnv_depth__IBNLCO_04003__HTH-type__CDS,30.413324684834688,9.793112918685298e-08
cnv_depth__IBNLCO_04807__IBNLCO_04807__gene,30.37202836841998,9.977866864742934e-08
cnv_depth__IBNLCO_03206__Large__CDS__promoter,30.36745592213514,9.998538835721978e-08
cnv_depth__IBNLCO_00489__IBNLCO_00489__gene__promoter,30.366871188435166,1.0001185529810762e-07
cnv_depth__IBNLCO_01481__IBNLCO_01481__gene,30.35909708771828,1.0036441005644904e-07
cnv_depth__IBNLCO_04944__FAD:protein__CDS__promoter,30.35763420827751,1.004308918261415e-07
cnv_depth__IBNLCO_03375__IBNLCO_03375__gene,30.304890546572008,1.0285784656250977e-07
cnv_depth__IBNLCO_03498__IBNLCO_03498__gene__promoter,30.301751954500798,1.0300412141086977e-07
cnv_depth__IBNLCO_03092__hlyD__gene,30.29883624776045,1.0314019705182019e-07
cnv_depth__IBNLCO_00993__gnl|Bakta|IBNLCO_00993__CDS,30.278858527123617,1.0407745593804069e-07
cnv_depth__IBNLCO_03373__IBNLCO_03373__gene__promoter,30.26879641457175,1.0455277780202803e-07
cnv_depth__IBNLCO_00848__gnl|Bakta|IBNLCO_00848__CDS,30.26362728705038,1.0479781371515407e-07
cnv_depth__IBNLCO_05317__hypothetical__CDS__promoter,30.24553443767695,1.0566006377572819e-07
cnv_depth__IBNLCO_05793__IBNLCO_05793__gene,30.238798091037573,1.0598292670866478e-07
cnv_depth__IBNLCO_02008__Glucose-6-phosphate__CDS,30.22821470372355,1.064921881162553e-07
cnv_depth__IBNLCO_02833__IBNLCO_02833__gene__promoter,30.227629168898936,1.065204355446766e-07
cnv_depth__IBNLCO_01542__IBNLCO_01542__gene__promoter,30.2112206001134,1.0731510720414227e-07
cnv_depth__IBNLCO_04782__IBNLCO_04782__gene,30.199466413325645,1.0788804783839672e-07
cnv_depth__IBNLCO_04653__hypothetical__CDS__promoter,30.193259452234035,1.0819184369466875e-07
cnv_depth__IBNLCO_03471__IBNLCO_03471__gene__promoter,30.189696952897627,1.0836659848365124e-07
cnv_depth__IBNLCO_00550__Major__CDS,30.177146649702653,1.089845174616394e-07
cnv_depth__IBNLCO_04038__High-affinity__CDS,30.164465581845196,1.0961249284806469e-07
cnv_depth__IBNLCO_01889__DUF465__CDS,30.157053690278747,1.0998122751513762e-07
cnv_depth__IBNLCO_03176__cyaY__gene__promoter,30.115506972794318,1.1207147681951294e-07
cnv_depth__IBNLCO_01992__Thioesterase__CDS,30.09993047083096,1.1286545500188729e-07
cnv_depth__IBNLCO_05270__IBNLCO_05270__gene,30.091440681552683,1.1330059539082288e-07
cnv_depth__IBNLCO_01890__IBNLCO_01890__gene,30.020072698490974,1.170262432109605e-07
cnv_depth__IBNLCO_01400__hypothetical__CDS,30.009661547865466,1.1757999788750007e-07
cnv_depth__IBNLCO_01737__Carrier__CDS__promoter,30.00155167331754,1.1801318574793072e-07
cnv_depth__IBNLCO_03110__Type__CDS__promoter,29.998672493610773,1.181673645302434e-07
cnv_depth__IBNLCO_05679__IBNLCO_05679__gene,29.990102764047524,1.1862747586680252e-07
cnv_depth__IBNLCO_04197__Methyl-accepting__CDS__promoter,29.98604076527204,1.1884619808444328e-07
cnv_depth__IBNLCO_03337__gnl|Bakta|IBNLCO_03337__CDS__promoter,29.974804442363443,1.1945335476712586e-07
cnv_depth__IBNLCO_01842__hypothetical__CDS,29.935367499309862,1.2160926432944104e-07
cnv_depth__IBNLCO_02161__trnD__gene__promoter,29.915238778468968,1.2272476663406214e-07
cnv_depth__IBNLCO_02602__ribD__gene__promoter,29.914036175735404,1.227917395603268e-07
cnv_depth__IBNLCO_00637__IBNLCO_00637__gene,29.904804129533073,1.2330710416693348e-07
cnv_depth__IBNLCO_03126__Sec-independent__CDS__promoter,29.87719781079751,1.2486126785275774e-07
cnv_depth__IBNLCO_04636__IBNLCO_04636__gene,29.841008633919675,1.2692866447199197e-07
