feature,cluster
cnv_depth__IBNLCO_03421__Malonate-semialdehyde__CDS,7258
cnv_depth__IBNLCO_03422__LysR__CDS__promoter,4717
cnv_depth__IBNLCO_03421__IBNLCO_03421__gene__promoter,6928
cnv_depth__IBNLCO_03422__LysR__CDS,7353
cnv_depth__IBNLCO_03423__Adenylate__CDS__promoter,4987
cnv_depth__IBNLCO_03423__Adenylate__CDS,1801
cnv_depth__IBNLCO_03424__HTH__CDS,3085
cnv_depth__IBNLCO_03425__gnl|Bakta|IBNLCO_03425__CDS__promoter,1696
cnv_depth__IBNLCO_03424__IBNLCO_03424__gene__promoter,1696
cnv_depth__IBNLCO_03425__IBNLCO_03425__gene,4183
cnv_depth__IBNLCO_03426__IBNLCO_03426__gene__promoter,3210
cnv_depth__IBNLCO_03426__IBNLCO_03426__gene,4464
cnv_depth__IBNLCO_03427__IBNLCO_03427__gene,8726
cnv_depth__IBNLCO_03428__tctD__gene__promoter,116
cnv_depth__IBNLCO_03427__IBNLCO_03427__gene__promoter,116
cnv_depth__IBNLCO_03428__tctD__gene,1714
cnv_depth__IBNLCO_03429__IBNLCO_03429__gene__promoter,2639
cnv_depth__IBNLCO_03429__IBNLCO_03429__gene,3966
cnv_depth__IBNLCO_03430__IBNLCO_03430__gene,7527
cnv_depth__IBNLCO_03430__IBNLCO_03430__gene__promoter,2814
cnv_depth__IBNLCO_03431__IBNLCO_03431__gene,4865
cnv_depth__IBNLCO_03431__IBNLCO_03431__gene__promoter,4275
cnv_depth__IBNLCO_03432__IBNLCO_03432__gene,3125
cnv_depth__IBNLCO_03432__IBNLCO_03432__gene__promoter,8172
cnv_depth__IBNLCO_03433__IBNLCO_03433__gene,5988
cnv_depth__IBNLCO_03433__IBNLCO_03433__gene__promoter,1363
cnv_depth__IBNLCO_03434__IBNLCO_03434__gene,4243
cnv_depth__IBNLCO_03435__xerC__gene,9440
cnv_depth__IBNLCO_03435__xerC__gene__promoter,6740
cnv_depth__IBNLCO_03436__IBNLCO_03436__gene,2468
cnv_depth__IBNLCO_03436__IBNLCO_03436__gene__promoter,3909
cnv_depth__IBNLCO_03437__IBNLCO_03437__gene,6610
cnv_depth__IBNLCO_03438__2-amino-3-ketobutyrate__CDS__promoter,1064
cnv_depth__IBNLCO_03437__DNA-binding__CDS__promoter,1064
cnv_depth__IBNLCO_03438__2-amino-3-ketobutyrate__CDS,4616
cnv_depth__IBNLCO_03439__L-threonine__CDS__promoter,2864
cnv_depth__IBNLCO_03439__IBNLCO_03439__gene,8730
cnv_depth__IBNLCO_03440__yceI__gene,8964
cnv_depth__IBNLCO_03441__IBNLCO_03441__gene__promoter,23
cnv_depth__IBNLCO_03440__yceI__gene__promoter,23
cnv_depth__IBNLCO_03441__IBNLCO_03441__gene,8179
cnv_depth__IBNLCO_03442__IBNLCO_03442__gene__promoter,3770
cnv_depth__IBNLCO_03442__50S__CDS,8494
cnv_depth__IBNLCO_03443__Succinylglutamate__CDS,4709
cnv_depth__IBNLCO_03443__Succinylglutamate__CDS__promoter,7736
cnv_depth__IBNLCO_03444__D-malate__CDS,9370
cnv_depth__IBNLCO_03445__dmlR__gene__promoter,376
cnv_depth__IBNLCO_03444__D-malate__CDS__promoter,376
cnv_depth__IBNLCO_03445__HTH-type__CDS,6900
cnv_depth__IBNLCO_03446__IBNLCO_03446__gene__promoter,7310
cnv_depth__IBNLCO_03446__Isoprenylcysteine__CDS,4090
cnv_depth__IBNLCO_03447__IBNLCO_03447__gene__promoter,9443
cnv_depth__IBNLCO_03447__Glutathione__CDS,3530
cnv_depth__IBNLCO_03448__IBNLCO_03448__gene,5652
cnv_depth__IBNLCO_03448__IBNLCO_03448__gene__promoter,4052
cnv_depth__IBNLCO_03449__PNPLA__CDS,5044
cnv_depth__IBNLCO_03450__3-hydroxybutyrate__CDS,4336
cnv_depth__IBNLCO_03449__IBNLCO_03449__gene__promoter,5048
cnv_depth__IBNLCO_03450__3-hydroxybutyrate__CDS__promoter,2935
cnv_depth__IBNLCO_03451__Acetoacetate__CDS,4644
cnv_depth__IBNLCO_03451__Acetoacetate__CDS__promoter,4222
cnv_depth__IBNLCO_03452__gnl|Bakta|IBNLCO_03452__CDS__promoter,5424
cnv_depth__IBNLCO_03452__IBNLCO_03452__gene,6454
cnv_depth__IBNLCO_03453__Sperm-specific__CDS,3046
cnv_depth__IBNLCO_03453__Sperm-specific__CDS__promoter,3244
cnv_depth__IBNLCO_03454__IBNLCO_03454__gene,1982
cnv_depth__IBNLCO_03454__NADPH-dependent__CDS__promoter,4416
cnv_depth__IBNLCO_03455__hypothetical__CDS,8204
cnv_depth__IBNLCO_03456__hypothetical__CDS__promoter,117
cnv_depth__IBNLCO_03455__hypothetical__CDS__promoter,117
cnv_depth__IBNLCO_03456__IBNLCO_03456__gene,9618
cnv_depth__IBNLCO_03457__Cytochrome__CDS__promoter,6194
cnv_depth__IBNLCO_03457__Cytochrome__CDS,2616
cnv_depth__IBNLCO_03458__Flagellar__CDS__promoter,3104
cnv_depth__IBNLCO_03458__Flagellar__CDS,3600
cnv_depth__IBNLCO_03459__DUF692__CDS__promoter,6790
cnv_depth__IBNLCO_03459__DUF692__CDS,8961
cnv_depth__IBNLCO_03460__DUF2063__CDS__promoter,2820
cnv_depth__IBNLCO_03460__DUF2063__CDS,6899
cnv_depth__IBNLCO_03461__Anaerobic__CDS__promoter,4211
cnv_depth__IBNLCO_03461__Anaerobic__CDS,1735
cnv_depth__IBNLCO_03462__Methyltransferase__CDS__promoter,4409
cnv_depth__IBNLCO_03463__Amino__CDS,2828
cnv_depth__IBNLCO_03464__HTH__CDS__promoter,8718
cnv_depth__IBNLCO_03463__Amino__CDS__promoter,2867
cnv_depth__IBNLCO_03464__HTH__CDS,2443
cnv_depth__IBNLCO_03465__Fumarate/nitrate__CDS,2851
cnv_depth__IBNLCO_03465__Fumarate/nitrate__CDS__promoter,3310
cnv_depth__IBNLCO_03466__Universal__CDS,7314
cnv_depth__IBNLCO_03466__IBNLCO_03466__gene__promoter,2431
cnv_depth__IBNLCO_03467__IBNLCO_03467__gene__promoter,7289
cnv_depth__IBNLCO_03467__gnl|Bakta|IBNLCO_03467__CDS,1380
cnv_depth__IBNLCO_03468__IBNLCO_03468__gene__promoter,4757
cnv_depth__IBNLCO_03468__Ketoglutarate__CDS,3773
cnv_depth__IBNLCO_03469__IBNLCO_03469__gene__promoter,2720
cnv_depth__IBNLCO_03469__gnl|Bakta|IBNLCO_03469__CDS,7974
cnv_depth__IBNLCO_03470__2-oxoglutarate__CDS,6046
cnv_depth__IBNLCO_03470__IBNLCO_03470__gene__promoter,4793
cnv_depth__IBNLCO_03471__IBNLCO_03471__gene__promoter,5598
cnv_depth__IBNLCO_03471__IBNLCO_03471__gene,4858
cnv_depth__IBNLCO_03472__Serine__CDS__promoter,4850
cnv_depth__IBNLCO_03472__IBNLCO_03472__gene,8234
cnv_depth__IBNLCO_03473__IBNLCO_03473__gene,7224
cnv_depth__IBNLCO_03473__IBNLCO_03473__gene__promoter,3862
cnv_depth__IBNLCO_03474__hypothetical__CDS,7110
cnv_depth__IBNLCO_03474__hypothetical__CDS__promoter,6566
cnv_depth__IBNLCO_03475__HTH__CDS,1960
cnv_depth__IBNLCO_03476__IBNLCO_03476__gene__promoter,251
cnv_depth__IBNLCO_03475__HTH__CDS__promoter,251
cnv_depth__IBNLCO_03476__IBNLCO_03476__gene,7368
cnv_depth__IBNLCO_03477__3-oxoadipate__CDS__promoter,7822
cnv_depth__IBNLCO_03477__IBNLCO_03477__gene,4458
cnv_depth__IBNLCO_03478__3-oxoadipate__CDS__promoter,4247
cnv_depth__IBNLCO_03478__IBNLCO_03478__gene,3848
cnv_depth__IBNLCO_03479__3-carboxy-cis%2Ccis-muconate__CDS__promoter,2299
cnv_depth__IBNLCO_03479__3-carboxy-cis%2Ccis-muconate__CDS,4297
cnv_depth__IBNLCO_03480__IBNLCO_03480__gene__promoter,3007
cnv_depth__IBNLCO_03480__IBNLCO_03480__gene,4112
cnv_depth__IBNLCO_03481__IBNLCO_03481__gene__promoter,2812
cnv_depth__IBNLCO_03481__IBNLCO_03481__gene,3601
cnv_depth__IBNLCO_03482__4-hydroxybenzoate__CDS__promoter,3106
cnv_depth__IBNLCO_03482__4-hydroxybenzoate__CDS,4055
cnv_depth__IBNLCO_03483__IBNLCO_03483__gene,2462
cnv_depth__IBNLCO_03483__IBNLCO_03483__gene__promoter,4737
cnv_depth__IBNLCO_03484__Cysteine/O-acetylserine__CDS,5650
cnv_depth__IBNLCO_03484__IBNLCO_03484__gene__promoter,3290
cnv_depth__IBNLCO_03485__IBNLCO_03485__gene,3677
cnv_depth__IBNLCO_03485__IBNLCO_03485__gene__promoter,3512
cnv_depth__IBNLCO_03486__N-6__CDS,1585
cnv_depth__IBNLCO_03486__N-6__CDS__promoter,1904
cnv_depth__IBNLCO_03487__IBNLCO_03487__gene,1450
cnv_depth__IBNLCO_03487__IBNLCO_03487__gene__promoter,9473
cnv_depth__IBNLCO_03488__YncE__CDS,4378
cnv_depth__IBNLCO_03488__yncE__gene__promoter,9214
cnv_depth__IBNLCO_03489__DUF1259__CDS,5884
cnv_depth__IBNLCO_03489__IBNLCO_03489__gene__promoter,138
cnv_depth__IBNLCO_03490__MFS__CDS,138
cnv_depth__IBNLCO_03491__ChrB__CDS,138
cnv_depth__IBNLCO_03490__IBNLCO_03490__gene__promoter,138
cnv_depth__IBNLCO_03491__chrB__gene__promoter,138
cnv_depth__IBNLCO_03492__Chromate__CDS,9707
cnv_depth__IBNLCO_03493__Chromate__CDS,138
cnv_depth__IBNLCO_03492__IBNLCO_03492__gene__promoter,138
cnv_depth__IBNLCO_03493__Chromate__CDS__promoter,138
cnv_depth__IBNLCO_03494__CbtA__CDS,138
cnv_depth__IBNLCO_03494__CbtA__CDS__promoter,138
cnv_depth__IBNLCO_03495__IBNLCO_03495__gene__promoter,138
cnv_depth__IBNLCO_03495__IBNLCO_03495__gene,138
cnv_depth__IBNLCO_03496__EfeO-type__CDS__promoter,138
cnv_depth__IBNLCO_03496__EfeO-type__CDS,138
cnv_depth__IBNLCO_03497__IBNLCO_03497__gene__promoter,138
cnv_depth__IBNLCO_03497__RNA__CDS,138
cnv_depth__IBNLCO_03498__IBNLCO_03498__gene__promoter,2683
cnv_depth__IBNLCO_03499__Type__CDS,4509
cnv_depth__IBNLCO_03499__Type__CDS__promoter,2968
cnv_depth__IBNLCO_03500__IBNLCO_03500__gene,3778
cnv_depth__IBNLCO_03500__hypothetical__CDS__promoter,3254
cnv_depth__IBNLCO_03501__H-NS__CDS,7458
cnv_depth__IBNLCO_03501__IBNLCO_03501__gene__promoter,3725
cnv_depth__IBNLCO_03502__IBNLCO_03502__gene__promoter,6076
cnv_depth__IBNLCO_03502__IBNLCO_03502__gene,8978
cnv_depth__IBNLCO_03503__histidine__CDS__promoter,8454
cnv_depth__IBNLCO_03503__histidine__CDS,2988
cnv_depth__IBNLCO_03504__dctD__gene__promoter,3516
cnv_depth__IBNLCO_03504__C4-dicarboxylate__CDS,4501
cnv_depth__IBNLCO_03505__TB__CDS,73
cnv_depth__IBNLCO_03505__IBNLCO_03505__gene__promoter,73
cnv_depth__IBNLCO_03506__gnl|Bakta|IBNLCO_03506__CDS,73
cnv_depth__IBNLCO_03506__IBNLCO_03506__gene__promoter,3610
cnv_depth__IBNLCO_03507__IBNLCO_03507__gene__promoter,3394
cnv_depth__IBNLCO_03507__IBNLCO_03507__gene,4150
cnv_depth__IBNLCO_03508__IBNLCO_03508__gene__promoter,2135
cnv_depth__IBNLCO_03508__IBNLCO_03508__gene,3593
cnv_depth__IBNLCO_03509__IBNLCO_03509__gene__promoter,3517
cnv_depth__IBNLCO_03509__IBNLCO_03509__gene,3994
cnv_depth__IBNLCO_03510__IBNLCO_03510__gene__promoter,7914
cnv_depth__IBNLCO_03510__IBNLCO_03510__gene,6967
cnv_depth__IBNLCO_03511__IBNLCO_03511__gene,9462
cnv_depth__IBNLCO_03512__IS30__CDS__promoter,4609
cnv_depth__IBNLCO_03511__IBNLCO_03511__gene__promoter,9012
cnv_depth__IBNLCO_03512__IBNLCO_03512__gene,3845
cnv_depth__unknown__unknown__regulatory.16,6372
cnv_depth__IBNLCO_03513__IBNLCO_03513__gene,6140
cnv_depth__IBNLCO_03513__IBNLCO_03513__gene__promoter,2934
cnv_depth__IBNLCO_03514__IBNLCO_03514__gene__promoter,3837
cnv_depth__IBNLCO_03514__IBNLCO_03514__gene,4570
cnv_depth__IBNLCO_03515__potC__gene__promoter,7814
cnv_depth__IBNLCO_03515__potC__gene,156
cnv_depth__IBNLCO_03516__IBNLCO_03516__gene__promoter,156
cnv_depth__IBNLCO_03516__IBNLCO_03516__gene,156
cnv_depth__IBNLCO_03517__Rhs__CDS__promoter,2556
cnv_depth__IBNLCO_03517__IBNLCO_03517__gene,5976
cnv_depth__IBNLCO_03518__Antibacterial__CDS__promoter,9096
cnv_depth__IBNLCO_03518__IBNLCO_03518__gene,6200
cnv_depth__IBNLCO_03519__DUF2875__CDS__promoter,8680
cnv_depth__IBNLCO_03519__IBNLCO_03519__gene,5288
cnv_depth__IBNLCO_03520__PAAR__CDS__promoter,3702
cnv_depth__IBNLCO_03520__IBNLCO_03520__gene,6232
cnv_depth__IBNLCO_03521__IBNLCO_03521__gene,3452
cnv_depth__IBNLCO_03521__Secondary__CDS__promoter,452
cnv_depth__IBNLCO_03522__IBNLCO_03522__gene,452
cnv_depth__IBNLCO_03522__Thiol__CDS__promoter,3362
cnv_depth__IBNLCO_03523__IBNLCO_03523__gene__promoter,2631
cnv_depth__IBNLCO_03523__IBNLCO_03523__gene,5573
cnv_depth__IBNLCO_03524__hypothetical__CDS,3403
cnv_depth__IBNLCO_03525__IBNLCO_03525__gene,9512
cnv_depth__IBNLCO_03524__hypothetical__CDS__promoter,7693
cnv_depth__IBNLCO_03525__Cytochrome__CDS__promoter,3030
cnv_depth__IBNLCO_03526__IBNLCO_03526__gene,20
cnv_depth__IBNLCO_03527__IBNLCO_03527__gene__promoter,20
cnv_depth__IBNLCO_03526__IBNLCO_03526__gene__promoter,9722
cnv_depth__IBNLCO_03527__hypothetical__CDS,2874
cnv_depth__IBNLCO_03528__hypothetical__CDS__promoter,3997
cnv_depth__IBNLCO_03528__IBNLCO_03528__gene,73
cnv_depth__IBNLCO_03529__Transmembrane__CDS,596
cnv_depth__IBNLCO_03529__Transmembrane__CDS__promoter,73
cnv_depth__IBNLCO_03530__IBNLCO_03530__gene,73
cnv_depth__IBNLCO_03530__hypothetical__CDS__promoter,73
cnv_depth__IBNLCO_03531__IBNLCO_03531__gene__promoter,73
cnv_depth__IBNLCO_03531__IBNLCO_03531__gene,73
cnv_depth__IBNLCO_03532__Fimbria-related__CDS__promoter,73
cnv_depth__IBNLCO_03532__Fimbria-related__CDS,73
cnv_depth__IBNLCO_03533__IBNLCO_03533__gene__promoter,70
cnv_depth__IBNLCO_03533__IBNLCO_03533__gene,70
cnv_depth__IBNLCO_03534__IBNLCO_03534__gene__promoter,73
cnv_depth__IBNLCO_03534__IBNLCO_03534__gene,73
cnv_depth__IBNLCO_03535__Type__CDS__promoter,73
cnv_depth__IBNLCO_03535__Type__CDS,73
cnv_depth__IBNLCO_03536__IBNLCO_03536__gene__promoter,73
cnv_depth__IBNLCO_03536__OmpA-like__CDS,596
cnv_depth__IBNLCO_03537__Type__CDS__promoter,73
cnv_depth__IBNLCO_03537__IBNLCO_03537__gene,596
cnv_depth__IBNLCO_03538__tssC1__gene__promoter,73
cnv_depth__IBNLCO_03538__tssC1__gene,70
cnv_depth__IBNLCO_03539__IBNLCO_03539__gene__promoter,70
cnv_depth__IBNLCO_03539__IBNLCO_03539__gene,73
cnv_depth__IBNLCO_03540__Type__CDS__promoter,73
cnv_depth__IBNLCO_03540__IBNLCO_03540__gene,73
cnv_depth__IBNLCO_03541__Type__CDS__promoter,73
cnv_depth__IBNLCO_03541__Type__CDS,70
cnv_depth__IBNLCO_03542__OmpA-like__CDS__promoter,73
cnv_depth__IBNLCO_03542__OmpA-like__CDS,73
cnv_depth__IBNLCO_03543__Type__CDS__promoter,596
cnv_depth__IBNLCO_03543__impL__gene,596
cnv_depth__IBNLCO_03544__IBNLCO_03544__gene__promoter,596
cnv_depth__IBNLCO_03544__IBNLCO_03544__gene,596
cnv_depth__IBNLCO_03545__IBNLCO_03545__gene__promoter,73
cnv_depth__IBNLCO_03545__IBNLCO_03545__gene,73
cnv_depth__IBNLCO_03546__PAAR__CDS__promoter,3961
cnv_depth__IBNLCO_03546__IBNLCO_03546__gene,73
cnv_depth__IBNLCO_03547__IBNLCO_03547__gene__promoter,73
cnv_depth__IBNLCO_03547__IBNLCO_03547__gene,70
cnv_depth__IBNLCO_03548__IBNLCO_03548__gene,70
cnv_depth__IBNLCO_03548__Glycosyltransferase__CDS__promoter,70
cnv_depth__IBNLCO_03549__Fimbrial__CDS,70
cnv_depth__IBNLCO_03549__IBNLCO_03549__gene__promoter,73
cnv_depth__IBNLCO_03550__ImpA__CDS,73
cnv_depth__IBNLCO_03550__impA__gene__promoter,73
cnv_depth__IBNLCO_03551__Type__CDS,73
cnv_depth__IBNLCO_03552__Type__CDS,73
cnv_depth__IBNLCO_03551__Type__CDS__promoter,73
cnv_depth__IBNLCO_03552__tssF__gene__promoter,73
cnv_depth__IBNLCO_03553__Type__CDS,73
cnv_depth__IBNLCO_03554__ImpE__CDS,73
cnv_depth__IBNLCO_03553__tssE__gene__promoter,73
cnv_depth__IBNLCO_03555__tagK__gene,70
cnv_depth__IBNLCO_03554__impE__gene__promoter,73
cnv_depth__IBNLCO_03555__tagK__gene__promoter,73
cnv_depth__IBNLCO_03556__ATP-dependent__CDS__promoter,70
cnv_depth__IBNLCO_03556__clpB__gene,73
cnv_depth__IBNLCO_03557__histidine__CDS,70
cnv_depth__IBNLCO_03557__IBNLCO_03557__gene__promoter,587
cnv_depth__IBNLCO_03558__IBNLCO_03558__gene,587
cnv_depth__IBNLCO_03559__IBNLCO_03559__gene,587
cnv_depth__IBNLCO_03558__IBNLCO_03558__gene__promoter,587
cnv_depth__IBNLCO_03559__hypothetical__CDS__promoter,73
cnv_depth__IBNLCO_03560__hypothetical__CDS,596
cnv_depth__IBNLCO_03560__IBNLCO_03560__gene__promoter,4798
cnv_depth__IBNLCO_03561__Fimbrial__CDS,72
cnv_depth__IBNLCO_03561__Fimbrial__CDS__promoter,72
cnv_depth__IBNLCO_03562__IBNLCO_03562__gene,72
cnv_depth__IBNLCO_03562__IBNLCO_03562__gene__promoter,4632
cnv_depth__IBNLCO_03563__IBNLCO_03563__gene,72
cnv_depth__IBNLCO_03563__hypothetical__CDS__promoter,72
cnv_depth__IBNLCO_03564__IBNLCO_03564__gene,72
cnv_depth__IBNLCO_03564__DUF1120__CDS__promoter,72
cnv_depth__IBNLCO_03565__DNA-binding__CDS__promoter,6638
cnv_depth__IBNLCO_03565__IBNLCO_03565__gene,4384
cnv_depth__IBNLCO_03566__IBNLCO_03566__gene,4613
cnv_depth__IBNLCO_03566__IBNLCO_03566__gene__promoter,4385
cnv_depth__IBNLCO_03567__Major__CDS__promoter,3668
cnv_depth__IBNLCO_03567__IBNLCO_03567__gene,3634
cnv_depth__IBNLCO_03568__IBNLCO_03568__gene__promoter,7482
cnv_depth__IBNLCO_03568__IBNLCO_03568__gene,4011
cnv_depth__IBNLCO_03569__Pyruvate__CDS__promoter,3190
cnv_depth__IBNLCO_03570__IBNLCO_03570__gene__promoter,4703
cnv_depth__IBNLCO_03571__Putative__CDS__promoter,1593
cnv_depth__IBNLCO_03571__IBNLCO_03571__gene,2964
cnv_depth__IBNLCO_03572__IBNLCO_03572__gene__promoter,9276
cnv_depth__IBNLCO_03572__IBNLCO_03572__gene,7116
cnv_depth__IBNLCO_03573__SnoaL-like__CDS__promoter,2510
cnv_depth__IBNLCO_03573__IBNLCO_03573__gene,6854
cnv_depth__IBNLCO_03574__IBNLCO_03574__gene__promoter,3532
cnv_depth__IBNLCO_03576__IBNLCO_03576__gene__promoter,6679
cnv_depth__IBNLCO_03575__IBNLCO_03575__gene__promoter,4465
cnv_depth__IBNLCO_03576__IBNLCO_03576__gene,8315
cnv_depth__IBNLCO_03577__diguanylate__CDS__promoter,5267
cnv_depth__IBNLCO_03578__IBNLCO_03578__gene__promoter,3285
cnv_depth__IBNLCO_03578__IBNLCO_03578__gene,4572
cnv_depth__IBNLCO_03579__IBNLCO_03579__gene__promoter,4905
cnv_depth__IBNLCO_03579__IBNLCO_03579__gene,2300
cnv_depth__IBNLCO_03580__IBNLCO_03580__gene__promoter,4396
cnv_depth__IBNLCO_03580__IBNLCO_03580__gene,1981
cnv_depth__IBNLCO_03581__IBNLCO_03581__gene__promoter,5687
cnv_depth__IBNLCO_03582__IBNLCO_03582__gene,4516
cnv_depth__IBNLCO_03582__Periplasmic__CDS__promoter,8525
cnv_depth__IBNLCO_03583__IBNLCO_03583__gene,6449
cnv_depth__IBNLCO_03583__Ribose__CDS__promoter,3245
cnv_depth__IBNLCO_03585__IBNLCO_03585__gene,8936
cnv_depth__IBNLCO_03584__rbsA__gene__promoter,8848
cnv_depth__IBNLCO_03585__IBNLCO_03585__gene__promoter,4031
cnv_depth__IBNLCO_03586__IBNLCO_03586__gene,1711
cnv_depth__IBNLCO_03587__IBNLCO_03587__gene,3136
cnv_depth__IBNLCO_03586__IBNLCO_03586__gene__promoter,5964
cnv_depth__IBNLCO_03587__IBNLCO_03587__gene__promoter,3193
cnv_depth__IBNLCO_03589__IBNLCO_03589__gene__promoter,3554
cnv_depth__IBNLCO_03588__dbpA__gene__promoter,6526
cnv_depth__IBNLCO_03589__IBNLCO_03589__gene,4866
cnv_depth__IBNLCO_03590__IBNLCO_03590__gene__promoter,7229
cnv_depth__IBNLCO_03591__IBNLCO_03591__gene,4432
cnv_depth__IBNLCO_03592__lysR__gene__promoter,733
cnv_depth__IBNLCO_03591__IBNLCO_03591__gene__promoter,733
cnv_depth__IBNLCO_03592__lysR__gene,8852
cnv_depth__IBNLCO_03593__IBNLCO_03593__gene,8836
cnv_depth__IBNLCO_03593__PhnD/SsuA/transferrin__CDS__promoter,3379
cnv_depth__IBNLCO_03594__IBNLCO_03594__gene__promoter,2817
cnv_depth__IBNLCO_03594__IBNLCO_03594__gene,3382
cnv_depth__IBNLCO_03595__IBNLCO_03595__gene__promoter,4180
cnv_depth__IBNLCO_03595__IBNLCO_03595__gene,3801
cnv_depth__IBNLCO_03596__IBNLCO_03596__gene,5185
cnv_depth__IBNLCO_03596__Solute-binding__CDS__promoter,7612
cnv_depth__IBNLCO_03597__IBNLCO_03597__gene,2493
cnv_depth__IBNLCO_03597__D-amino__CDS__promoter,4839
cnv_depth__IBNLCO_03598__IBNLCO_03598__gene,1406
cnv_depth__IBNLCO_03598__IBNLCO_03598__gene__promoter,9646
cnv_depth__IBNLCO_03599__IBNLCO_03599__gene,3021
cnv_depth__IBNLCO_03599__IBNLCO_03599__gene__promoter,2432
cnv_depth__IBNLCO_03600__hypothetical__CDS__promoter,8158
cnv_depth__IBNLCO_03600__IBNLCO_03600__gene,2897
cnv_depth__IBNLCO_03601__SMP-30/Gluconolactonase/LRE-like__CDS__promoter,3917
cnv_depth__IBNLCO_03601__IBNLCO_03601__gene,4695
cnv_depth__IBNLCO_03602__gnl|Bakta|IBNLCO_03602__CDS__promoter,3057
cnv_depth__IBNLCO_03602__gnl|Bakta|IBNLCO_03602__CDS,6312
cnv_depth__IBNLCO_03603__IBNLCO_03603__gene__promoter,7712
cnv_depth__IBNLCO_03603__L-tyrosine__CDS,5858
cnv_depth__IBNLCO_03604__IBNLCO_03604__gene__promoter,2884
cnv_depth__IBNLCO_03604__IBNLCO_03604__gene,7790
cnv_depth__IBNLCO_03605__pvcC__gene__promoter,7150
cnv_depth__IBNLCO_03605__pvcC__gene,4070
cnv_depth__IBNLCO_03607__NADPH2:quinone__CDS__promoter,2678
cnv_depth__IBNLCO_03607__IBNLCO_03607__gene,7008
cnv_depth__IBNLCO_03608__hypothetical__CDS__promoter,4445
cnv_depth__IBNLCO_03608__hypothetical__CDS,2175
cnv_depth__IBNLCO_03609__LysR__CDS,1853
cnv_depth__IBNLCO_03609__LysR__CDS__promoter,3339
cnv_depth__IBNLCO_03610__Type__CDS__promoter,3685
cnv_depth__IBNLCO_03611__IBNLCO_03611__gene,3689
cnv_depth__IBNLCO_03611__OmpA-like__CDS__promoter,1425
cnv_depth__IBNLCO_03612__Type__CDS__promoter,3447
cnv_depth__IBNLCO_03613__IBNLCO_03613__gene,4941
cnv_depth__IBNLCO_03613__hypothetical__CDS__promoter,1545
cnv_depth__IBNLCO_03614__Hcp1__CDS__promoter,3365
cnv_depth__IBNLCO_03615__tssC1__gene,8437
cnv_depth__IBNLCO_03615__tssC1__gene__promoter,6810
cnv_depth__IBNLCO_03616__Type__CDS,4329
cnv_depth__IBNLCO_03616__Type__CDS__promoter,3037
cnv_depth__IBNLCO_03617__clpB__gene__promoter,6165
cnv_depth__IBNLCO_03618__TagK__CDS__promoter,3602
cnv_depth__IBNLCO_03618__TagK__CDS,3308
cnv_depth__IBNLCO_03619__ImpE/SciE__CDS__promoter,3396
cnv_depth__IBNLCO_03619__ImpE/SciE__CDS,3877
cnv_depth__IBNLCO_03620__IraD/Gp25-like__CDS__promoter,6721
cnv_depth__IBNLCO_03620__IraD/Gp25-like__CDS,2640
cnv_depth__IBNLCO_03621__tssF__gene__promoter,2535
cnv_depth__IBNLCO_03621__Type__CDS,5860
cnv_depth__IBNLCO_03622__tssG__gene__promoter,3724
cnv_depth__IBNLCO_03622__Type__CDS,4332
cnv_depth__IBNLCO_03623__ImpA__CDS__promoter,5316
cnv_depth__IBNLCO_03623__ImpA__CDS,7354
cnv_depth__IBNLCO_03624__IBNLCO_03624__gene__promoter,2250
cnv_depth__IBNLCO_03625__IBNLCO_03625__gene__promoter,5356
cnv_depth__IBNLCO_03626__Pentapeptide__CDS__promoter,8048
cnv_depth__IBNLCO_03626__Pentapeptide__CDS,7352
cnv_depth__IBNLCO_03627__DUF3540__CDS__promoter,7926
cnv_depth__IBNLCO_03627__DUF3540__CDS,6627
cnv_depth__IBNLCO_03628__Tox-PAAR-like__CDS__promoter,3305
cnv_depth__IBNLCO_03628__IBNLCO_03628__gene,5597
cnv_depth__IBNLCO_03629__IBNLCO_03629__gene__promoter,4493
cnv_depth__IBNLCO_03631__IBNLCO_03631__gene__promoter,4606
cnv_depth__IBNLCO_03630__LysR__CDS__promoter,3606
cnv_depth__IBNLCO_03631__IBNLCO_03631__gene,6294
cnv_depth__IBNLCO_03632__IBNLCO_03632__gene__promoter,7945
cnv_depth__IBNLCO_03632__hypothetical__CDS,2721
cnv_depth__IBNLCO_03633__IBNLCO_03633__gene__promoter,3669
cnv_depth__IBNLCO_03634__IBNLCO_03634__gene,6628
cnv_depth__IBNLCO_03635__hypothetical__CDS__promoter,105
cnv_depth__IBNLCO_03634__IBNLCO_03634__gene__promoter,105
cnv_depth__IBNLCO_03635__IBNLCO_03635__gene,9319
cnv_depth__IBNLCO_03636__IBNLCO_03636__gene,6511
cnv_depth__IBNLCO_03636__IBNLCO_03636__gene__promoter,8618
cnv_depth__IBNLCO_03637__Allantoin__CDS,5710
cnv_depth__IBNLCO_03637__Allantoin__CDS__promoter,3224
cnv_depth__IBNLCO_03639__Urea__CDS,4068
cnv_depth__IBNLCO_03638__IBNLCO_03638__gene__promoter,8636
cnv_depth__IBNLCO_03639__Urea__CDS__promoter,4440
cnv_depth__IBNLCO_03640__IBNLCO_03640__gene__promoter,473
cnv_depth__IBNLCO_03641__IBNLCO_03641__gene,473
cnv_depth__IBNLCO_03641__Biotin__CDS__promoter,9695
