feature,coefficient,abs_coefficient
cnv_depth__IBNLCO_02607__gnl|Bakta|IBNLCO_02607__CDS,-0.05872153068275334,0.05872153068275334
cnv_depth__IBNLCO_03244__paaC__gene,0.05843802768845091,0.05843802768845091
cnv_depth__IBNLCO_00166__hypothetical__CDS,0.05802799767501674,0.05802799767501674
cnv_depth__IBNLCO_04971__IBNLCO_04971__gene,-0.057979603476349145,0.057979603476349145
cnv_depth__IBNLCO_03627__DUF3540__CDS__promoter,0.056838470364694194,0.056838470364694194
cnv_depth__IBNLCO_03768__IBNLCO_03768__gene__promoter,0.05601840181443718,0.05601840181443718
cnv_depth__IBNLCO_02699__IBNLCO_02699__gene__promoter,0.05588871469742884,0.05588871469742884
cnv_depth__IBNLCO_03098__Type__CDS__promoter,0.055873612280298954,0.055873612280298954
cnv_depth__IBNLCO_01309__IBNLCO_01309__gene__promoter,-0.054819537405111765,0.054819537405111765
cnv_depth__IBNLCO_02641__hypothetical__CDS,0.05480871308464363,0.05480871308464363
cnv_depth__IBNLCO_05817__mlaC__gene,0.05480620528652537,0.05480620528652537
cnv_depth__IBNLCO_04267__IBNLCO_04267__gene,-0.05384616407623512,0.05384616407623512
cnv_depth__IBNLCO_02542__Thioredoxin__CDS__promoter,-0.05364915516776632,0.05364915516776632
cnv_depth__IBNLCO_01947__Putative__CDS__promoter,-0.05363955328605046,0.05363955328605046
cnv_depth__IBNLCO_03364__IBNLCO_03364__gene,0.05359314578601508,0.05359314578601508
cnv_depth__IBNLCO_03912__IBNLCO_03912__gene__promoter,0.05332617503983622,0.05332617503983622
cnv_depth__IBNLCO_00504__IBNLCO_00504__gene__promoter,-0.05327353408818338,0.05327353408818338
cnv_depth__IBNLCO_05597__IBNLCO_05597__gene,-0.05306525753312856,0.05306525753312856
cnv_depth__IBNLCO_02391__IBNLCO_02391__gene,-0.051342523780131474,0.051342523780131474
cnv_depth__IBNLCO_00322__IBNLCO_00322__gene__promoter,0.051101364319392606,0.051101364319392606
cnv_depth__IBNLCO_03074__IBNLCO_03074__gene__promoter,0.050957146738555614,0.050957146738555614
cnv_depth__IBNLCO_03751__nodT__gene__promoter,0.05095459146288325,0.05095459146288325
cnv_depth__IBNLCO_04208__IBNLCO_04208__gene__promoter,-0.050224025968779666,0.050224025968779666
cnv_depth__IBNLCO_01241__hypothetical__CDS,0.0498812641574196,0.0498812641574196
cnv_depth__IBNLCO_01910__Modulator__CDS__promoter,0.04986950578164507,0.04986950578164507
cnv_depth__IBNLCO_05327__Polysaccharide__CDS__promoter,-0.049791116303894864,0.049791116303894864
cnv_depth__IBNLCO_05426__IBNLCO_05426__gene__promoter,0.04962814039386295,0.04962814039386295
cnv_depth__IBNLCO_01580__UPF0303__CDS__promoter,-0.04880204194254062,0.04880204194254062
cnv_depth__IBNLCO_02297__IBNLCO_02297__gene__promoter,-0.048669813304502256,0.048669813304502256
cnv_depth__IBNLCO_00507__rpoH__gene__promoter,0.04843142293318352,0.04843142293318352
cnv_depth__IBNLCO_00606__IBNLCO_00606__gene,0.04832075992598236,0.04832075992598236
cnv_depth__IBNLCO_02043__IBNLCO_02043__gene,0.047737766186872546,0.047737766186872546
cnv_depth__IBNLCO_01462__hypothetical__CDS__promoter,0.047555583927156454,0.047555583927156454
cnv_depth__IBNLCO_01306__araC__gene__promoter,0.047403091747330525,0.047403091747330525
cnv_depth__IBNLCO_04102__IBNLCO_04102__gene__promoter,-0.04712172630203171,0.04712172630203171
cnv_depth__IBNLCO_01645__Outer__CDS__promoter,-0.046852033028369926,0.046852033028369926
cnv_depth__IBNLCO_01153__IBNLCO_01153__gene__promoter,-0.046808913416987855,0.046808913416987855
cnv_depth__IBNLCO_04306__hypothetical__CDS,0.04664784626116005,0.04664784626116005
cnv_depth__IBNLCO_03744__IBNLCO_03744__gene,0.046389502800819334,0.046389502800819334
cnv_depth__IBNLCO_04148__hypothetical__CDS__promoter,0.04574021362216595,0.04574021362216595
cnv_depth__IBNLCO_04536__IBNLCO_04536__gene__promoter,-0.04556926252592141,0.04556926252592141
cnv_depth__IBNLCO_03487__IBNLCO_03487__gene,0.04556513111587268,0.04556513111587268
cnv_depth__IBNLCO_03265__IBNLCO_03265__gene__promoter,0.045329526451302275,0.045329526451302275
cnv_depth__IBNLCO_00895__L-aspartate__CDS__promoter,0.045229762691044874,0.045229762691044874
cnv_depth__IBNLCO_00263__IBNLCO_00263__gene__promoter,-0.0450916940563798,0.0450916940563798
cnv_depth__IBNLCO_01099__Phospholipase__CDS__promoter,-0.04507893687363516,0.04507893687363516
cnv_depth__IBNLCO_03606__asparagine__CDS,-0.04468247522263772,0.04468247522263772
cnv_depth__IBNLCO_04492__Methyltransferase__CDS__promoter,0.0442441137125332,0.0442441137125332
cnv_depth__IBNLCO_03726__IBNLCO_03726__gene__promoter,0.0434416327729303,0.0434416327729303
cnv_depth__IBNLCO_02453__RNA-binding__CDS,-0.04331541526945666,0.04331541526945666
cnv_depth__IBNLCO_04560__Transmembrane__CDS,-0.04314113182378392,0.04314113182378392
cnv_depth__IBNLCO_04986__Type__CDS__promoter,-0.04301496752592523,0.04301496752592523
cnv_depth__IBNLCO_00751__gspH__gene,-0.042368156642891786,0.042368156642891786
cnv_depth__IBNLCO_05328__gnl|Bakta|IBNLCO_05328__CDS,-0.041990861579516016,0.041990861579516016
cnv_depth__IBNLCO_05007__SctA__CDS,-0.0414395180805057,0.0414395180805057
cnv_depth__IBNLCO_00396__IBNLCO_00396__gene__promoter,0.041137490517159855,0.041137490517159855
cnv_depth__IBNLCO_05057__bcsG__gene,-0.0410028798299364,0.0410028798299364
cnv_depth__IBNLCO_05109__hrpB4__gene__promoter,0.0408923266349379,0.0408923266349379
cnv_depth__IBNLCO_03069__Xaa-Pro__CDS__promoter,0.04057354233733665,0.04057354233733665
cnv_depth__IBNLCO_04276__Diguanylate__CDS__promoter,0.04032468887468789,0.04032468887468789
cnv_depth__IBNLCO_05026__type__CDS,-0.04031226284549327,0.04031226284549327
cnv_depth__IBNLCO_00172__IBNLCO_00172__gene,-0.040073843713286324,0.040073843713286324
cnv_depth__IBNLCO_02105__glutathione__CDS,-0.03993575563959397,0.03993575563959397
cnv_depth__IBNLCO_01401__IBNLCO_01401__gene__promoter,-0.039898089613844556,0.039898089613844556
cnv_depth__IBNLCO_01698__hypothetical__CDS,-0.03964776169191841,0.03964776169191841
